ID,DepthDiving.m,DurationDiving.min,Depthzero,Mean.Max,CommonName,Binomial,Weight.kg,Lat,Lon,Family,Order,Location,Country,Type.Diving,Methods,Life stage,Chlorophyll.Concentration,Chorophyll.Concentration.SD,Surface.Temperature,Surface.Temperature.SD,Turbidity.Index,Turbidity.Index.SD,Comment,Conservation.Status,Foraging Reference,Birds of the World Reference,Weight Reference,
126,28.7,NA,1,Max,Flesh-footed Shearwater,Ardenna carneipes,0.77,-36.9,174.43,Procellariidae,Procellariiformes,Kauwahaia Island,New Zealand,Pursuit.Dive,Maximum depth Gauge,Non-breeding,1.38,0.63162,17.4825,2.45692,0.135117,0.030818937,,NT,"Taylor, G. A. (2008). Maximum Dive Depths of Eight New Zealand Procellariiform Including Pterodroma Species. Paper and Proceedings of the Royal Society of Tasmania, 142(1), 1–9.","Carboneras, C., Jutglar, F., Kirwan, G.M. & Sharpe, C.J. (2020). Flesh-footed Shearwater (Ardenna carneipes). In: del Hoyo, J., Elliott, A., Sargatal, J., Christie, D.A. & de Juana, E. (eds.). Handbook of the Birds of the World Alive. Lynx Edicions, Barcelona. (retrieved from https://www.hbw.com/node/52566 on 10 May 2020).",,
127,13.6,NA,1,Mean,Flesh-footed Shearwater,Ardenna carneipes,0.77,-36.9,174.43,Procellariidae,Procellariiformes,Kauwahaia Island,New Zealand,Pursuit.Dive,Maximum depth Gauge,Non-breeding,1.38,0.63162,17.4825,2.45692,0.135117,0.030818937,,NT,"Taylor, G. A. (2008). Maximum Dive Depths of Eight New Zealand Procellariiform Including Pterodroma Species. Paper and Proceedings of the Royal Society of Tasmania, 142(1), 1–9.","Carboneras, C., Jutglar, F., Kirwan, G.M. & Sharpe, C.J. (2020). Flesh-footed Shearwater (Ardenna carneipes). In: del Hoyo, J., Elliott, A., Sargatal, J., Christie, D.A. & de Juana, E. (eds.). Handbook of the Birds of the World Alive. Lynx Edicions, Barcelona. (retrieved from https://www.hbw.com/node/52566 on 10 May 2020).",,
128,2.9,0.13,1,Max,Northern Fulmar,Fulmarus glacialis,1.05,60,-2,Procellariidae,Procellariiformes,"Foula, Shetlands",UK,Pursuit.Dive,Data Logger,Chick Rearing,1.14,0.65235,9.325,1.536723,0.107475,0.032350566,,LC,"Garthe, S., and Furness, R. (2001). Frequent Shallow Diving by a Northern Fulmar Feeding at Shetland. Waterbirds: The International Journal of Waterbird Biology. 24(2): 287-289. doi:10.2307/1522045","Carboneras, C., Jutglar, F. & Kirwan, G.M. (2020). Northern Fulmar (Fulmarus glacialis). In: del Hoyo, J., Elliott, A., Sargatal, J., Christie, D.A. & de Juana, E. (eds.). Handbook of the Birds of the World Alive. Lynx Edicions, Barcelona. (retrieved from https://www.hbw.com/node/52514 on 10 May 2020).",,
129,3,0.12,1,Max,Southern Giant Petrel,Macronectes giganteus,8,-65,62.88,Procellariidae,Procellariiformes,Béchervaise Island,Antarctica,Pursuit.Dive,Observations,Unknown,0.15,0.02377,-0.78333,0.511599,0.03915,0.002080866,,LC,"Van den Hoff, J. and Newbery, K. (2006) Southern Giant Petrels Macronectes giganteus diving on submerged carrion. Marine Ornithology. 34(1):61-64.","Carboneras, C., Jutglar, F. & Kirwan, G.M. (2020). Southern Giant Petrel (Macronectes giganteus). In: del Hoyo, J., Elliott, A., Sargatal, J., Christie, D.A. & de Juana, E. (eds.). Handbook of the Birds of the World Alive. Lynx Edicions, Barcelona. (retrieved from https://www.hbw.com/node/52512 on 10 May 2020).",,
130,NA,0.07,0,Max,Antarctic Petrel,Thalassoica antarctica,0.77,-76,-170,Procellariidae,Procellariiformes,Marie Byrd Land,Antarctica,Pursuit.Dive,Observations,Unknown,0.24,NA,NA,NA,0.043,NA,,LC,"Ainley, D. G., O’Connor, E. F., and Boekelheide, R. J. (1984). The Marine Ecology of Birds in the Ross Sea, Antarctica. Ornithological Monographs. (32), iii–97. doi:10.2307/40166773 ","Carboneras, C., Jutglar, F. & Kirwan, G.M. (2020). Antarctic Petrel (Thalassoica antarctica). In: del Hoyo, J., Elliott, A., Sargatal, J., Christie, D.A. & de Juana, E. (eds.). Handbook of the Birds of the World Alive. Lynx Edicions, Barcelona. (retrieved from https://www.hbw.com/node/52516 on 10 May 2020).",,
131,0,0,0,Max,Broad-billed Prion,Pachyptila vittata,0.24,-37.07,-12.32,Procellariidae,Procellariiformes,Tristan da Cunha,UK,Pursuit.Dive,Geolocator-immersion Logger,Breeding,0.36,0.23169,15.8925,2.373387,0.058543,0.027106632,,LC,"Jones, C. W., Phillips, R. A., Grecian, W. J. and Ryan, P. G. (2020). Ecological segregation of two superabundant, morphologically similar, sister seabird taxa breeding in sympatry. Marine Biology. 167, 45. https://doi.org/10.1007/s00227-020-3645-7","Carboneras, C., Jutglar, F. & Kirwan, G.M. (2020). Broad-billed Prion (Pachyptila vittata). In: del Hoyo, J., Elliott, A., Sargatal, J., Christie, D.A. & de Juana, E. (eds.). Handbook of the Birds of the World Alive. Lynx Edicions, Barcelona. (retrieved from https://www.hbw.com/node/52551 on 10 May 2020).",,
132,0,0,0,Mean,Broad-billed Prion,Pachyptila vittata,0.24,-37.07,-12.32,Procellariidae,Procellariiformes,Tristan da Cunha,UK,Pursuit.Dive,Geolocator-immersion Logger,Breeding,0.36,0.23169,15.8925,2.373387,0.058543,0.027106632,,LC,"Jones, C. W., Phillips, R. A., Grecian, W. J. and Ryan, P. G. (2020). Ecological segregation of two superabundant, morphologically similar, sister seabird taxa breeding in sympatry. Marine Biology. 167, 45. https://doi.org/10.1007/s00227-020-3645-7","Carboneras, C., Jutglar, F. & Kirwan, G.M. (2020). Broad-billed Prion (Pachyptila vittata). In: del Hoyo, J., Elliott, A., Sargatal, J., Christie, D.A. & de Juana, E. (eds.). Handbook of the Birds of the World Alive. Lynx Edicions, Barcelona. (retrieved from https://www.hbw.com/node/52551 on 10 May 2020).",,
133,10.5,NA,1,Mean,Common Diving Petrel,Pelecanoides urinatrix,0.19,-54,-38.5,Procellariidae,Procellariiformes,"Bird Island, South Georgia",UK,Pursuit.Dive,Time-Depth Recorder,Incubation,0.72,0.42028,2.574,0.672889,0.157975,0.214819267,,LC,"Navarro, J., Votier, S. and Phillips, R. (2014). Diving capabilities of diving petrels. Polar Biology. 37: 897-901. 10.1007/s00300-014-1483-0. ","Carboneras, C., F. Jutglar, and G. M. Kirwan (2020). Common Diving-Petrel (Pelecanoides urinatrix), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.codpet1.01",,
134,18.1,NA,1,Mean,South Georgian Diving Petrel,Pelecanoides georgicus,0.15,-54,-38.5,Procellariidae,Procellariiformes,"Bird Island, South Georgia",UK,Pursuit.Dive,Time-Depth Recorder,Incubation,0.72,0.42028,2.574,0.672889,0.157975,0.214819267,,LC,"Navarro, J., Votier, S. and Phillips, R. (2014). Diving capabilities of diving petrels. Polar Biology. 37: 897-901. 10.1007/s00300-014-1483-0. ","Carboneras, C., Jutglar, F. & Kirwan, G.M. (2020). South Georgia Diving-petrel (Pelecanoides georgicus). In: del Hoyo, J., Elliott, A., Sargatal, J., Christie, D.A. & de Juana, E. (eds.). Handbook of the Birds of the World Alive. Lynx Edicions, Barcelona. (retrieved from https://www.hbw.com/node/52603 on 10 May 2020).",,
135,0,0,0,Max,MacGilliviray's Prion,Pachyptila macgillivrayi,NA,-40.32,-10.3,Procellariidae,Procellariiformes,Gough Island,UK,Surface.Skimming,Geolocator-immersion Logger,Breeding,0.42,0.16504,13.24583,1.941066,0.0656,0.014248158,Not thought to dive,EN,"Jones, C. W., Phillips, R. A., Grecian, W. J. and Ryan, P. G. (2020). Ecological segregation of two superabundant, morphologically similar, sister seabird taxa breeding in sympatry. Marine Biology. 167, 45. https://doi.org/10.1007/s00227-020-3645-7",BirdLife International. 2018. Pachyptila macgillivrayi. The IUCN Red List of Threatened Species 2018: e.T104062579A132675181. https://dx.doi.org/10.2305/IUCN.UK.2018-2.RLTS.T104062579A132675181.en. Downloaded on 17 June 2020.,,
136,0,0,0,Mean,MacGilliviray's Prion,Pachyptila macgillivrayi,NA,-40.32,-10.3,Procellariidae,Procellariiformes,Gough Island,UK,Surface.Skimming,Geolocator-immersion Logger,Breeding,0.42,0.16504,13.24583,1.941066,0.0656,0.014248158,Not thought to dive,EN,"Jones, C. W., Phillips, R. A., Grecian, W. J. and Ryan, P. G. (2020). Ecological segregation of two superabundant, morphologically similar, sister seabird taxa breeding in sympatry. Marine Biology. 167, 45. https://doi.org/10.1007/s00227-020-3645-7",BirdLife International. 2018. Pachyptila macgillivrayi. The IUCN Red List of Threatened Species 2018: e.T104062579A132675181. https://dx.doi.org/10.2305/IUCN.UK.2018-2.RLTS.T104062579A132675181.en. Downloaded on 17 June 2020.,,
137,7.5,NA,1,Max,Thin-billed Prion,Pachyptila belcheri,0.19,-48.28,69.57,Procellariidae,Procellariiformes,Kerguelen Archipelago,France,Pursuit.Dive,Capillary Depth Gauge,Chick-rearing,0.47,0.23065,4.360833,1.400678,0.0662,0.01720988,,LC,"Chastel, O. and Bried, J. (1996). Diving Ability of Blue Petrels and Thin-Billed Prions. The Condor. 98(3): 627–629. doi:10.2307/1369575.
","Carboneras, C., Jutglar, F., de Juana, E. & Kirwan, G.M. (2020). Slender-billed Prion (Pachyptila belcheri). In: del Hoyo, J., Elliott, A., Sargatal, J., Christie, D.A. & de Juana, E. (eds.). Handbook of the Birds of the World Alive. Lynx Edicions, Barcelona. (retrieved from https://www.hbw.com/node/52556 on 10 May 2020).",,
138,5.5,NA,1,Mean,Thin-billed Prion,Pachyptila belcheri,0.19,-48.28,69.57,Procellariidae,Procellariiformes,Kerguelen Archipelago,France,Pursuit.Dive,Capillary Depth Gauge,Chick-rearing,0.47,0.23065,4.360833,1.400678,0.0662,0.01720988,,LC,"Chastel, O. and Bried, J. (1996). Diving Ability of Blue Petrels and Thin-Billed Prions. The Condor. 98(3): 627–629. doi:10.2307/1369575.
","Carboneras, C., Jutglar, F., de Juana, E. & Kirwan, G.M. (2020). Slender-billed Prion (Pachyptila belcheri). In: del Hoyo, J., Elliott, A., Sargatal, J., Christie, D.A. & de Juana, E. (eds.). Handbook of the Birds of the World Alive. Lynx Edicions, Barcelona. (retrieved from https://www.hbw.com/node/52556 on 10 May 2020).",,
139,0,0,0,Max,Antarctic Prion,Pachyptila desolata,0.18,-45,-45,Procellariidae,Procellariiformes,South Atlantic Ocean,South Atlantic Ocean,Surface.Skimming,Geolocator,Non-breeding,0.49,0.31799,11.00167,2.482744,0.067473,0.012847807,Not thought to dive,LC,"Quillfeldt, P., Masello, J. F., Navarro, J. and Phillips, R. A. (2013). Year‐round distribution suggests spatial segregation of two small petrel species in the South Atlantic. Journal of Biogeography. 40: 430-441. doi:10.1111/jbi.12008","Carboneras, C., Jutglar, F. & Kirwan, G.M. (2020). Antarctic Prion (Pachyptila desolata). In: del Hoyo, J., Elliott, A., Sargatal, J., Christie, D.A. & de Juana, E. (eds.). Handbook of the Birds of the World Alive. Lynx Edicions, Barcelona. (retrieved from https://www.hbw.com/node/52553 on 10 May 2020).",,
140,0,0,0,Mean,Antarctic Prion,Pachyptila desolata,0.18,-45,-45,Procellariidae,Procellariiformes,South Atlantic Ocean,South Atlantic Ocean,Surface.Skimming,Geolocator,Non-breeding,0.49,0.31799,11.00167,2.482744,0.067473,0.012847807,Not thought to dive,LC,"Quillfeldt, P., Masello, J. F., Navarro, J. and Phillips, R. A. (2013). Year‐round distribution suggests spatial segregation of two small petrel species in the South Atlantic. Journal of Biogeography. 40: 430-441. doi:10.1111/jbi.12008","Carboneras, C., Jutglar, F. & Kirwan, G.M. (2020). Antarctic Prion (Pachyptila desolata). In: del Hoyo, J., Elliott, A., Sargatal, J., Christie, D.A. & de Juana, E. (eds.). Handbook of the Birds of the World Alive. Lynx Edicions, Barcelona. (retrieved from https://www.hbw.com/node/52553 on 10 May 2020).",,
141,0,0,0,Max,Fairy Prion,Pachyptila turtur,1.8,-38.93,146.62,Procellariidae,Procellariiformes,Bass Strait,Australia,Surface.Skimming,NA,Chick-rearing,0.88,0.38481,15.85583,2.889163,0.076567,0.02090982,Not thought to dive,LC,"Fromant, A., Schumann, N., Dann, P., Cherel, Y. and Arnould, J. P. Y. (2020). Trophic niches of a seabird assemblage in Bass Strait, south-eastern Australia. PeerJ. 8: e8700. DOI: 10.7717/peerj.8700","Carboneras, C., Jutglar, F. & Kirwan, G.M. (2020). Fairy Prion (Pachyptila turtur). In: del Hoyo, J., Elliott, A., Sargatal, J., Christie, D.A. & de Juana, E. (eds.). Handbook of the Birds of the World Alive. Lynx Edicions, Barcelona. (retrieved from https://www.hbw.com/node/52554 on 7 May 2020).",,
142,0,0,0,Mean,Fairy Prion,Pachyptila turtur,1.8,-38.93,146.62,Procellariidae,Procellariiformes,Bass Strait,Australia,Surface.Skimming,NA,Chick-rearing,0.88,0.38481,15.85583,2.889163,0.076567,0.02090982,Not thought to dive,LC,"Fromant, A., Schumann, N., Dann, P., Cherel, Y. and Arnould, J. P. Y. (2020). Trophic niches of a seabird assemblage in Bass Strait, south-eastern Australia. PeerJ. 8: e8700. DOI: 10.7717/peerj.8700","Carboneras, C., Jutglar, F. & Kirwan, G.M. (2020). Fairy Prion (Pachyptila turtur). In: del Hoyo, J., Elliott, A., Sargatal, J., Christie, D.A. & de Juana, E. (eds.). Handbook of the Birds of the World Alive. Lynx Edicions, Barcelona. (retrieved from https://www.hbw.com/node/52554 on 7 May 2020).",,
143,6.2,NA,1,Max,Blue Petrel,Halobaena caerulea ,2.5,-48.28,69.57,Procellariidae,Procellariiformes,Kerguelen Archipelago,France,Pursuit.Dive,Maximum Depth Recorder,Chick-rearing,0.47,0.23065,4.360833,1.400678,0.0662,0.01720988,,LC,"Chastel, O. and Bried, J. (1996). Diving Ability of Blue Petrels and Thin-Billed Prions. The Condor: Ornithological applications. 98(3): 627-629.","Carboneras, C., Jutglar, F. & Kirwan, G.M. (2020). Blue Petrel (Halobaena caerulea). In: del Hoyo, J., Elliott, A., Sargatal, J., Christie, D.A. & de Juana, E. (eds.). Handbook of the Birds of the World Alive. Lynx Edicions, Barcelona. (retrieved from https://www.hbw.com/node/52550 on 7 May 2020).",,
144,4.4,NA,1,Mean,Blue Petrel,Halobaena caerulea ,2.5,-48.28,69.57,Procellariidae,Procellariiformes,Kerguelen Archipelago,France,Pursuit.Dive,Maximum Depth Recorder,Chick-rearing,0.47,0.23065,4.360833,1.400678,0.0662,0.01720988,,LC,"Chastel, O. and Bried, J. (1996). Diving Ability of Blue Petrels and Thin-Billed Prions. The Condor: Ornithological applications. 98(3): 627-629.","Carboneras, C., Jutglar, F. & Kirwan, G.M. (2020). Blue Petrel (Halobaena caerulea). In: del Hoyo, J., Elliott, A., Sargatal, J., Christie, D.A. & de Juana, E. (eds.). Handbook of the Birds of the World Alive. Lynx Edicions, Barcelona. (retrieved from https://www.hbw.com/node/52550 on 7 May 2020).",,
145,13,NA,1,Max,Kergeulen Petrel,Aphrodroma brevirostris,4.5,-54,38.03,Procellariidae,Procellariiformes,"Bird Island, South Georgia",UK,Pursuit.Dive,Capillary Depth Gauge,Chick-rearing,0.16,0.05332,2.443333,0.833107,0.0393,0.006917514,,LC,"Huin, N. (1994). Diving Depths of White-Chinned Petrels. The Condor. 96(4): 1111-1113.","Carboneras, C., Jutglar, F. & Kirwan, G.M. (2020). Kerguelen Petrel (Aphrodroma brevirostris). In: del Hoyo, J., Elliott, A., Sargatal, J., Christie, D.A. & de Juana, E. (eds.). Handbook of the Birds of the World Alive. Lynx Edicions, Barcelona. (retrieved from https://www.hbw.com/node/52529 on 7 May 2020).",,
146,21.4,NA,1,Max,Cook's Petrel,Pterodroma cookii,0.3,-46.5,167.5,Procellariidae,Procellariiformes,Cod Fish Island,New Zealand,Pursuit.Dive,Data Logger,Chick-rearing,0.72,0.23527,13.49273,2.03719,0.09962,0.040553987,,VU,"Rayner, M. J., Hauber, M. E., Clout, M. N., Seldon, D. S., Van Dijken, S., Bury, S. and Phillips, R. A. (2008). Foraging ecology of the Cook’s petrel Pterodroma cookii during the austral breeding season: a comparison of its two populations. Marine Ecology Progress Series. 370: 271–284.","Carboneras, C., Jutglar, F. & Kirwan, G.M. (2020). Cook's Petrel (Pterodroma cookii). In: del Hoyo, J., Elliott, A., Sargatal, J., Christie, D.A. & de Juana, E. (eds.). Handbook of the Birds of the World Alive. Lynx Edicions, Barcelona. (retrieved from https://www.hbw.com/node/52541 on 7 May 2020).
",,
147,8.7,NA,1,Mean,Cook's Petrel,Pterodroma cookii,0.3,-46.5,167.5,Procellariidae,Procellariiformes,Cod Fish Island,New Zealand,Pursuit.Dive,Data Logger,Chick-rearing,0.72,0.23527,13.49273,2.03719,0.09962,0.040553987,,VU,"Rayner, M. J., Hauber, M. E., Clout, M. N., Seldon, D. S., Van Dijken, S., Bury, S. and Phillips, R. A. (2008). Foraging ecology of the Cook’s petrel Pterodroma cookii during the austral breeding season: a comparison of its two populations. Marine Ecology Progress Series. 370: 271–284.","Carboneras, C., Jutglar, F. & Kirwan, G.M. (2020). Cook's Petrel (Pterodroma cookii). In: del Hoyo, J., Elliott, A., Sargatal, J., Christie, D.A. & de Juana, E. (eds.). Handbook of the Birds of the World Alive. Lynx Edicions, Barcelona. (retrieved from https://www.hbw.com/node/52541 on 7 May 2020).
",,
148,5.2,NA,1,Max,Providence Petrel,Pterodroma solandri,0.57,-33.55,159.08,Procellariidae,Procellariiformes,Lord Howe Island,Australia,Pursuit.Dive,Capillary Depth Gauge,Chick-rearing,0.23,0.12356,21.28417,2.845073,0.045983,0.01461169,,VU,"Bester, A. J., Priddel, D. and Klomp, N. I. (2010). Diet and foraging behaviour of the Providence Petrel Pterodroma solandri. Marine Ornithology 39: 163–172. ","Carboneras, C., Christie, D.A., Jutglar, F., de Juana, E. & Kirwan, G.M. (2020). Providence Petrel (Pterodroma solandri). In: del Hoyo, J., Elliott, A., Sargatal, J., Christie, D.A. & de Juana, E. (eds.). Handbook of the Birds of the World Alive. Lynx Edicions, Barcelona. (retrieved from https://www.hbw.com/node/52528 on 7 May 2020).",,
149,2.9,NA,1,Mean,Providence Petrel,Pterodroma solandri,0.57,-33.55,159.08,Procellariidae,Procellariiformes,Lord Howe Island,Australia,Pursuit.Dive,Capillary Depth Gauge,Chick-rearing,0.23,0.12356,21.28417,2.845073,0.045983,0.01461169,,VU,"Bester, A. J., Priddel, D. and Klomp, N. I. (2010). Diet and foraging behaviour of the Providence Petrel Pterodroma solandri. Marine Ornithology 39: 163–172. ","Carboneras, C., Christie, D.A., Jutglar, F., de Juana, E. & Kirwan, G.M. (2020). Providence Petrel (Pterodroma solandri). In: del Hoyo, J., Elliott, A., Sargatal, J., Christie, D.A. & de Juana, E. (eds.). Handbook of the Birds of the World Alive. Lynx Edicions, Barcelona. (retrieved from https://www.hbw.com/node/52528 on 7 May 2020).",,
150,0,0,0,Max,Black-capped Petrel,Pterodroma hasitata,0.59,31.5,-78,Procellariidae,Procellariiformes,Georgia,USA,Surface.Seizing,Observation,Multiple,0.14,0.07396,27.15833,1.706457,0.0347,0.010019072,,EN,"Haney, J. C. (1987). Aspects of the pelagic ecology and behavior of the black-capped petrel (Pterodroma hasitata). Wilson bulletin. 99(2): 153-312.","Carboneras, C., Kirwan, G.M. & Jutglar, F. (2020). Black-capped Petrel (Pterodroma hasitata). In: del Hoyo, J., Elliott, A., Sargatal, J., Christie, D.A. & de Juana, E. (eds.). Handbook of the Birds of the World Alive. Lynx Edicions, Barcelona. (retrieved from https://www.hbw.com/node/52523 on 7 May 2020).",,
151,0,0,0,Mean,Black-capped Petrel,Pterodroma hasitata,0.59,31.5,-78,Procellariidae,Procellariiformes,Georgia,USA,Surface.Seizing,Observation,Multiple,0.14,0.07396,27.15833,1.706457,0.0347,0.010019072,,EN,"Haney, J. C. (1987). Aspects of the pelagic ecology and behavior of the black-capped petrel (Pterodroma hasitata). Wilson bulletin. 99(2): 153-312.","Carboneras, C., Kirwan, G.M. & Jutglar, F. (2020). Black-capped Petrel (Pterodroma hasitata). In: del Hoyo, J., Elliott, A., Sargatal, J., Christie, D.A. & de Juana, E. (eds.). Handbook of the Birds of the World Alive. Lynx Edicions, Barcelona. (retrieved from https://www.hbw.com/node/52523 on 7 May 2020).",,
152,23,NA,1,Max,Grey-faced Petrel,Pterodroma gouldi,0.75,-36.9,174.43,Procellariidae,Procellariiformes,Kauwahaia Island,New Zealand,Pursuit.Dive,Maximum depth Gauge,Breeding,1.38,0.63162,17.4825,2.45692,0.135117,0.030818937,,LC,"Taylor, G. A. (2008). Maximum Dive Depths of Eight New Zealand Procellariiform Including Pterodroma Species. Paper and Proceedings of the Royal Society of Tasmania, 142(1), 1–9.","del Hoyo, J., Collar, N. & Kirwan, G.M. (2020). Grey-faced Petrel (Pterodroma gouldi). In: del Hoyo, J., Elliott, A., Sargatal, J., Christie, D.A. & de Juana, E. (eds.). Handbook of the Birds of the World Alive. Lynx Edicions, Barcelona. (retrieved from https://www.hbw.com/node/467273 on 9 May 2020).",,
